Date,Country,SIMDQuintile,DailyPositive,CumulativePositive,CrudeRatePositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,CumulativeNegative,CrudeRateNegative
20200430,S92000003,1,84,2929,270.063186856249,14,432,39.8317844731647,11482,1058.67719750203
20200430,S92000003,2,61,2743,252.975668960632,9,385,35.5069750455135,10912,1006.36912128998
20200430,S92000003,3,65,2245,206.575258265081,9,268,24.6602090044729,10005,920.617130931907
20200430,S92000003,4,69,2395,218.579135229755,4,278,25.3716073460842,10154,926.702521554458
20200430,S92000003,5,55,2271,208.96958944975,7,213,19.5995255626582,9456,870.1085151197
20200501,S92000003,1,86,3015,277.992662468962,13,445,41.0304261355516,12333,1137.14212478597
20200501,S92000003,2,74,2817,259.800386242108,11,396,36.5214600468139,11803,1088.54240639531
20200501,S92000003,3,80,2325,213.936514684326,10,278,25.5803660568786,10694,984.01595184266
20200501,S92000003,4,73,2468,225.241463777467,7,285,26.0104607684677,10864,991.500511539062
20200501,S92000003,5,53,2324,213.84646670243,7,220,20.2436414262197,9993,919.521403510063
20200502,S92000003,1,65,3080,283.985870780897,9,454,41.8602549787426,12911,1190.43557715979
20200502,S92000003,2,47,2864,264.135003974937,8,404,37.2592673204869,12386,1142.31011146423
20200502,S92000003,3,48,2373,218.353268535874,7,285,26.2244759935626,11176,1028.36752176862
20200502,S92000003,4,24,2492,227.431818368496,12,297,27.1056380639821,11335,1034.486220388
20200502,S92000003,5,31,2355,216.698979812489,8,228,20.9797738417187,10399,956.880123596633
20200503,S92000003,1,49,3129,288.503827816047,8,462,42.5978806171345,13478,1242.71479428082
20200503,S92000003,2,43,2907,268.100718070929,7,411,37.9048486849508,12962,1195.43223516869
20200503,S92000003,3,35,2408,221.573818219294,7,292,26.8685859302466,11607,1068.0262907273
20200503,S92000003,4,24,2516,229.622172959525,10,307,28.0182858102441,11779,1075.00778032204
20200503,S92000003,5,33,2388,219.735526026422,4,232,21.3478400494681,10797,993.502711267703
20200504,S92000003,1,82,3211,296.064490609565,9,471,43.4277094603254,14060,1296.37705947383
20200504,S92000003,2,63,2970,273.910950351104,7,418,38.5504300494146,13567,1251.22891024021
20200504,S92000003,3,46,2454,225.80654066036,8,300,27.6047115721711,12210,1123.51176098737
20200504,S92000003,4,82,2598,237.105884478874,8,315,28.7484040072537,12378,1129.67538032313
20200504,S92000003,5,56,2444,224.888452934914,8,240,22.083972464967,11244,1034.6341099837
20200505,S92000003,1,72,3283,302.703121355092,13,484,44.6263511227123,14702,1355.57151695479
20200505,S92000003,2,67,3037,280.090086268115,11,429,39.564915050715,14249,1314.12698032084
20200505,S92000003,3,57,2511,231.051435859072,8,308,28.3408372140957,12813,1178.99723124743
20200505,S92000003,4,44,2642,241.121534562426,12,327,29.8435813027682,12988,1185.34689284512
20200505,S92000003,5,44,2488,228.937181220158,6,246,22.6360717765912,11704,1076.96172387489
20200506,S92000003,1,82,3365,310.263784148609,11,495,45.6405863755012,15497,1428.87306476999
20200506,S92000003,2,67,3104,286.269222185127,2,431,39.7493668691333,14993,1382.74305677243
20200506,S92000003,3,62,2573,236.756409583988,11,319,29.353009971742,13488,1241.10783228481
20200506,S92000003,4,51,2693,245.776038068363,7,334,30.4824347251516,13580,1239.37563942383
20200506,S92000003,5,40,2528,232.617843297652,12,258,23.7402703998395,12270,1129.04309227144
20200507,S92000003,1,90,3455,318.562072580519,14,509,46.9314312426871,16333,1505.95494398194
20200507,S92000003,2,55,3159,291.341647191629,8,439,40.4871741428063,15682,1446.28670821751
20200507,S92000003,3,51,2624,241.449210551257,3,322,29.6290570874637,14109,1298.24958523921
20200507,S92000003,4,55,2748,250.795600672804,6,340,31.0300233729088,14097,1286.55952790557
20200507,S92000003,5,38,2566,236.114472271272,8,266,24.4764028153384,12774,1175.41943444787
20200508,S92000003,1,64,3519,324.463077687654,7,516,47.5768536762801,17128,1579.25649179714
20200508,S92000003,2,46,3205,295.584039015249,4,443,40.8560777796428,16410,1513.42717012176
20200508,S92000003,3,38,2662,244.945807350399,7,329,30.2731670241477,14746,1356.86358947745
20200508,S92000003,4,67,2815,256.910340572759,7,347,31.6688767952922,14670,1338.85424376639
20200508,S92000003,5,38,2604,239.611101244892,9,275,25.3045517827747,13192,1213.88235315769
20200509,S92000003,1,57,3576,329.718660361197,8,524,48.314479314672,17663,1628.5852063646
20200509,S92000003,2,39,3244,299.180849474405,6,449,41.4094332348975,16896,1558.24896199739
20200509,S92000003,3,23,2685,247.062168570932,8,337,31.0092926660722,15159,1394.86607574181
20200509,S92000003,4,38,2853,260.378402008555,3,350,31.9426711191708,15078,1376.09027181388
20200509,S92000003,5,20,2624,241.451432283639,9,284,26.132700750211,13518,1243.87974908927
20200510,S92000003,1,52,3628,334.513227010744,3,527,48.591088929069,18153,1673.76477671611
20200510,S92000003,2,30,3274,301.947626750678,5,454,41.8705627809432,17344,1599.56616932308
20200510,S92000003,3,19,2704,248.810466970503,9,346,31.8374340132374,15576,1433.23662482713
20200510,S92000003,4,29,2882,263.025080472715,8,358,32.6727893161804,15437,1408.85432590468
20200510,S92000003,5,20,2644,243.291763322386,2,286,26.3167338540857,13861,1275.44142640378
20200511,S92000003,1,57,3685,339.768809684287,9,536,49.4209177722599,19137,1764.49273023832
20200511,S92000003,2,72,3346,308.587892213735,3,457,42.1472405085706,18106,1669.84231214043
20200511,S92000003,3,46,2750,253.043189411569,8,354,32.5735596551619,16261,1496.26738291692
20200511,S92000003,4,44,2926,267.040730556268,2,360,32.8553188654328,16088,1468.26769418634
20200511,S92000003,5,42,2686,247.156458503756,9,295,27.1448828215219,14363,1321.63373547634
20200512,S92000003,1,59,3744,345.208798767428,7,543,50.0663402058529,19960,1840.37596778789
20200512,S92000003,2,47,3393,312.922509946564,8,465,42.8850477822436,18889,1742.05519905118
20200512,S92000003,3,58,2808,258.380100315522,3,357,32.8496067708837,16933,1558.10193683858
20200512,S92000003,4,39,2965,270.60005676669,8,368,33.5854370624424,16683,1522.57023508893
20200512,S92000003,5,24,2710,249.364855750252,4,299,27.5129490292714,14873,1368.56217696439
20200513,S92000003,1,56,3800,350.372178236171,8,551,50.8039658442448,20896,1926.67816747975
20200513,S92000003,2,45,3438,317.072675860975,10,475,43.8073068743348,19835,1829.30090916301
20200513,S92000003,3,24,2832,260.588477241296,14,371,34.1378266442516,17588,1618.37222377115
20200513,S92000003,4,40,3005,274.250647751738,5,373,34.0417609355735,17337,1582.25739769447
20200513,S92000003,5,31,2741,252.217368860311,5,304,27.9730317889582,15481,1424.50824054231
20200514,S92000003,1,45,3845,354.521322452126,5,556,51.2649818682398,21965,2025.24339340987
20200514,S92000003,2,58,3496,322.421778595104,5,480,44.2684364203804,20791,1917.46887836694
20200514,S92000003,3,38,2870,264.085074040437,5,376,34.5979051704545,18423,1695.20533764703
20200514,S92000003,4,38,3043,277.718709187534,11,384,35.0456734564617,18122,1653.90024577604
20200514,S92000003,5,32,2773,255.161898522306,8,312,28.7091642044571,16075,1479.1660723931
20200515,S92000003,1,34,3879,357.656231415292,7,563,51.9104043018327,22822,2104.2615399226
20200515,S92000003,2,42,3538,326.295266781888,6,486,44.8217918756352,21577,1989.95844300531
20200515,S92000003,3,31,2901,266.937560902895,6,382,35.1499994018979,19099,1757.40795438966
20200515,S92000003,4,24,3067,279.909063778562,2,386,35.2282030057141,18736,1709.93681739653
20200515,S92000003,5,20,2793,257.002229561053,3,315,28.9852138602692,16650,1532.07558975709
20200516,S92000003,1,23,3902,359.776905125668,5,568,52.3714203258277,23453,2162.44176215077
20200516,S92000003,2,26,3564,328.693140421325,4,490,45.1906955124717,22194,2046.86182898734
20200516,S92000003,3,21,2922,268.869890712947,6,388,35.7020936333413,19569,1800.65533585272
20200516,S92000003,4,23,3090,282.008153594965,8,394,35.9583212027237,19198,1752.10114327383
20200516,S92000003,5,10,2803,257.922395080427,5,320,29.445296619956,17090,1572.56287260952
20200517,S92000003,1,18,3920,361.43656281205,3,571,52.6480299402247,23952,2208.45116134547
20200517,S92000003,2,33,3597,331.736595425226,9,499,46.0207286953538,22645,2088.45571404066
20200517,S92000003,3,17,2939,270.434157702037,4,392,36.0701564543036,19967,1837.27758653847
20200517,S92000003,4,13,3103,283.194595665106,5,399,36.4146450758547,19613,1789.97602474371
20200517,S92000003,5,10,2813,258.842560599801,5,325,29.9053793796428,17417,1602.65228509304
20200518,S92000003,1,39,3959,365.032487799211,2,573,52.8324363498226,24900,2295.85979949491
20200518,S92000003,2,34,3631,334.872276338336,5,504,46.4818582413995,23469,2164.44986322898
20200518,S92000003,3,19,2958,272.182456101607,3,395,36.3462035700253,20789,1912.91449624622
20200518,S92000003,4,25,3128,285.476215030761,11,410,37.4185575967429,20369,1858.97219436111
20200518,S92000003,5,22,2835,260.866924742423,2,327,30.0894124835175,18115,1666.87983834532
20200519,S92000003,1,37,3996,368.444006376774,6,579,53.3856555786166,25898,2387.87859788431
20200519,S92000003,2,47,3678,339.206894071165,7,511,47.1274396058634,24472,2256.95245016573
20200519,S92000003,3,30,2988,274.942927258825,4,399,36.7142663909876,21547,1982.66240081857
20200519,S92000003,4,38,3166,288.944276466556,4,414,37.7836166952478,21248,1939.19393125755
20200519,S92000003,5,26,2861,263.259355092794,7,334,30.7335283470791,18990,1747.39432129051
20200520,S92000003,1,35,4031,371.671118544738,9,588,54.2154844218075,27109,2499.53667889588
20200520,S92000003,2,32,3710,342.158123165857,3,514,47.4041173334907,25487,2350.56174801299
20200520,S92000003,3,18,3006,276.599209953155,5,404,37.1743449171905,22398,2060.9677659783
20200520,S92000003,4,19,3185,290.678307184454,2,416,37.9661462445002,22053,2012.66207483164
20200520,S92000003,5,16,2877,264.731619923792,2,336,30.9175614509538,19746,1816.95883455516
20200521,S92000003,1,32,4063,374.621621098306,4,592,54.5842972410035,28065,2587.68294268372
20200521,S92000003,2,23,3733,344.279319077667,3,517,47.6807950611181,26345,2429.69157811442
20200521,S92000003,3,19,3025,278.347508352726,6,410,37.7264391486339,23161,2131.17574907685
20200521,S92000003,4,17,3202,292.2298083531,5,421,38.4224701176312,22753,2076.54741706998
20200521,S92000003,5,20,2897,266.571950962539,5,341,31.3776442106406,20350,1872.53683192533
20200522,S92000003,1,21,4084,376.557888399085,2,594,54.7687036506015,28974,2671.49565584601
20200522,S92000003,2,19,3752,346.03161135264,4,521,48.0496986979546,27054,2495.07974774369
20200522,S92000003,3,23,3048,280.463869573259,0,410,37.7264391486339,23798,2189.7897533151
20200522,S92000003,4,12,3214,293.324985648614,6,427,38.9700587653884,23396,2135.23066715463
20200522,S92000003,5,16,2913,268.044215793537,4,345,31.7457104183901,20920,1924.98626652962
20200523,S92000003,1,15,4099,377.94093647107,2,596,54.9531100601995,29485,2718.61149349829
20200523,S92000003,2,15,3767,347.414999990777,2,523,48.2341505163729,27577,2543.31389826007
20200523,S92000003,3,7,3055,281.107979509943,2,412,37.910470559115,24235,2230.00061650523
20200523,S92000003,4,7,3221,293.963839070998,3,430,39.243853089267,23837,2175.47843276478
20200523,S92000003,5,6,2919,268.596315105161,0,345,31.7457104183901,21311,1960.96473833713
20200524,S92000003,1,10,4109,378.86296851906,1,597,55.0453132649985,30029,2768.77003690894
20200524,S92000003,2,15,3782,348.798388628914,1,524,48.326376425582,28078,2589.51907877384
20200524,S92000003,3,11,3066,282.120152267589,4,416,38.2785333800773,24652,2268.37116559054
20200524,S92000003,4,9,3230,294.785222042633,0,430,39.243853089267,24231,2211.43675396751
20200524,S92000003,5,8,2927,269.33244752066,1,346,31.8377269703274,21741,2000.5318556702
20200525,S92000003,1,33,4142,381.905674277426,4,601,55.4141260841944,30930,2851.84512443283
20200525,S92000003,2,20,3802,350.642906813097,3,527,48.6030541532094,28864,2662.00864341221
20200525,S92000003,3,15,3081,283.500387846198,2,418,38.4625647905585,25315,2329.37757816504
20200525,S92000003,4,10,3240,295.697869788895,3,433,39.5176474131456,24851,2268.02091423575
20200525,S92000003,5,17,2944,270.896728903595,2,348,32.0217600742021,22303,2052.245157859
20200526,S92000003,1,19,4161,383.657535168607,2,603,55.5985324937924,31868,2938.33173053429
20200526,S92000003,2,16,3818,352.118521360443,3,530,48.8797318808368,29574,2727.48903895069
20200526,S92000003,3,6,3087,284.052482077641,2,420,38.6465962010396,25918,2384.86304842511
20200526,S92000003,4,20,3260,297.523165281419,5,438,39.9739712862766,25425,2320.40689487119
20200526,S92000003,5,15,2959,272.276977182656,1,349,32.1137766261395,22873,2104.69459246329
20200527,S92000003,1,16,4177,385.132786445391,4,607,55.9673453129884,32610,3006.74650849514
20200527,S92000003,2,16,3834,353.594135907789,2,532,49.064183699255,30326,2796.84292267595
20200527,S92000003,3,23,3110,286.168843298174,3,423,38.9226433167613,26491,2437.58804752795
20200527,S92000003,4,8,3268,298.253283478429,4,442,40.3390303847814,25962,2369.41607884546
20200527,S92000003,5,3,2962,272.553026838468,3,352,32.3898262819516,23440,2156.86797741178
20200528,S92000003,1,8,4185,385.870412083783,4,611,56.3361581321844,33419,3081.33890117753
20200528,S92000003,2,11,3845,354.608620909089,6,538,49.6175391545097,30935,2853.00850138431
20200528,S92000003,3,17,3127,287.733110287264,2,425,39.1066747272424,27057,2489.66893669412
20200528,S92000003,4,11,3279,299.257195999317,3,445,40.61282470866,26455,2414.40961273618
20200528,S92000003,5,7,2969,273.197142702029,1,353,32.481842833889,23904,2199.56365751071
20200529,S92000003,1,7,4192,386.515834517376,3,614,56.6127677465813,34002,3135.09336957534
20200529,S92000003,2,3,3848,354.885298636717,2,540,49.801990972928,31478,2903.08717008487
20200529,S92000003,3,5,3132,288.193188813467,4,429,39.4747375482047,27546,2534.66461655675
20200529,S92000003,4,11,3290,300.261108520206,1,446,40.7040894832862,26925,2457.3040568105
20200529,S92000003,5,3,2972,273.473192357841,1,354,32.5738593858263,24316,2237.47447690891
20200530,S92000003,1,9,4201,387.345663360567,2,616,56.7971741561793,34390,3170.86821303735
20200530,S92000003,2,10,3858,355.807557728808,1,541,49.8942168821371,31859,2938.22524149354
20200530,S92000003,3,6,3138,288.74528304491,2,431,39.6587689586859,27866,2564.10964223374
20200530,S92000003,4,10,3300,301.173756266468,0,446,40.7040894832862,27247,2486.69131424013
20200530,S92000003,5,5,2977,273.933275117528,1,355,32.6658759377637,24619,2265.35549214593
20200531,S92000003,1,6,4207,387.898882589361,0,616,56.7971741561793,34838,3212.1752487873
20200531,S92000003,2,10,3868,356.729816820899,3,544,50.1708946097645,32342,2982.77035564155
20200531,S92000003,3,1,3139,288.837298750151,1,432,39.7507846639264,28236,2598.15545317275
20200531,S92000003,4,3,3303,301.447550590346,1,447,40.7953542579124,27553,2514.61833527575
20200531,S92000003,5,2,2979,274.117308221403,1,356,32.757892489701,24862,2287.71551426671
20200601,S92000003,1,12,4219,389.005321046949,0,616,56.7971741561793,35474,3270.81648703946
20200601,S92000003,2,13,3881,357.928753640618,1,545,50.2631205189736,32931,3037.09141616573
20200601,S92000003,3,7,3146,289.481408686835,0,432,39.7507846639264,28729,2643.51919585635
20200601,S92000003,4,1,3304,301.538815364972,1,448,40.8866190325386,28027,2557.87783844857
20200601,S92000003,5,4,2983,274.485374429152,1,357,32.8499090416384,25280,2326.17843297652
20200602,S92000003,1,12,4231,390.111759504537,2,618,56.9815805657773,36144,3332.59263425478
20200602,S92000003,2,11,3892,358.943238641918,1,546,50.3553464281828,33558,3094.9170612398502
20200602,S92000003,3,9,3155,290.309550034,2,434,39.9348160744076,29309,2696.88830489588
20200602,S92000003,4,6,3310,302.08640401273,1,449,40.9778838071648,28530,2603.78402008555
20200602,S92000003,5,7,2990,275.129490292714,0,357,32.8499090416384,25793,2373.38292412039
20200603,S92000003,1,7,4238,390.75718193813,2,620,57.1659869753753,36947,3406.63180770837
20200603,S92000003,2,8,3900,359.681045915591,3,549,50.6320241558101,34203,3154.40277267973
20200603,S92000003,3,5,3160,290.769628560203,2,436,40.1188474848887,29851,2746.76081713627
20200603,S92000003,4,10,3320,302.999051758992,1,450,41.069148581791,29073,2653.34079270758
20200603,S92000003,5,4,2994,275.497556500463,0,357,32.8499090416384,26291,2419.2071669852
20200604,S92000003,1,13,4251,391.955823600517,1,621,57.2581901801743,37691,3475.23099207882
20200604,S92000003,2,8,3908,360.418853189264,0,549,50.6320241558101,34776,3207.24821865656
20200604,S92000003,3,7,3167,291.413738496887,1,437,40.2108631901293,30373,2794.79301527185
20200604,S92000003,4,4,3324,303.364110857496,0,450,41.069148581791,29639,2704.99665514601
20200604,S92000003,5,3,2997,275.773606156275,0,357,32.8499090416384,26802,2466.22762502519
20200605,S92000003,1,5,4256,392.416839624512,0,621,57.2581901801743,38379,3538.66679698053
20200605,S92000003,2,6,3914,360.972208644519,2,551,50.8164759742284,35435,3268.02509282538
20200605,S92000003,3,8,3175,292.149864138811,1,438,40.3028788953699,31031,2855.33934932014
20200605,S92000003,4,3,3327,303.637905181375,5,455,41.525472454922,30213,2757.38263578145
20200605,S92000003,5,1,2998,275.865622708213,1,358,32.9419255935758,27322,2514.07623203262
20200606,S92000003,1,6,4262,392.970058853306,1,622,57.3503933849733,38857,3582.73992887445
20200606,S92000003,2,4,3918,361.341112281355,0,551,50.8164759742284,35923,3313.03133651943
20200606,S92000003,3,4,3179,292.517926959773,1,439,40.3948946006104,31486,2897.2064952046
20200606,S92000003,4,6,3333,304.185493829132,1,456,41.6167372295482,30636,2795.98763544833
20200606,S92000003,5,2,3000,276.049655812088,0,358,32.9419255935758,27744,2552.90721695019
20200607,S92000003,1,6,4268,393.5232780821,2,624,57.5347997945713,39311,3624.60018385319
20200607,S92000003,2,6,3924,361.89446773661,1,552,50.9087018834375,36319,3349.55279656624
20200607,S92000003,3,3,3182,292.793974075495,0,439,40.3948946006104,31834,2929.22796062832
20200607,S92000003,4,2,3335,304.368023378385,2,458,41.7992667788007,30957,2825.28362810334
20200607,S92000003,5,0,3000,276.049655812088,2,360,33.1259586974505,28073,2583.18066253758
20200608,S92000003,1,5,4273,393.984294106095,1,625,57.6270029993703,40108,3698.08613807799
20200608,S92000003,2,5,3929,362.355597282656,1,553,51.0009277926466,37034,3415.49432165077
20200608,S92000003,3,1,3183,292.885989780736,0,439,40.3948946006104,32466,2987.38188634036
20200608,S92000003,4,6,3341,304.915612026142,1,459,41.8905315534269,31544,2878.85605080893
20200608,S92000003,5,1,3001,276.141672364025,2,362,33.3099918013252,28599,2631.58136885663
20200609,S92000003,1,5,4278,394.44531013009,0,625,57.6270029993703,40906,3771.66429550758
20200609,S92000003,2,8,3937,363.093404556329,0,553,51.0009277926466,37784,3484.66375355761
20200609,S92000003,3,7,3190,293.53009971742,1,440,40.486910305851,33152,3050.50466013539
20200609,S92000003,4,6,3347,305.463200673899,0,459,41.8905315534269,32193,2938.08688954133
20200609,S92000003,5,0,3001,276.141672364025,0,362,33.3099918013252,29153,2682.55853862993
20200610,S92000003,1,8,4286,395.182935768481,1,626,57.7192062041692,41778,3852.0654900923
20200610,S92000003,2,9,3946,363.923437739211,1,554,51.0931537018558,38536,3554.01763728288
20200610,S92000003,3,3,3193,293.806146833141,1,441,40.5789260110916,33887,3118.13620348721
20200610,S92000003,4,5,3352,305.91952454703,2,461,42.0730611026793,32919,3004.34511591995
20200610,S92000003,5,3,3004,276.417722019837,0,362,33.3099918013252,29780,2740.25291669465
20200611,S92000003,1,8,4294,395.920561406873,1,627,57.8114094089682,42492,3917.89857831879
20200611,S92000003,2,7,3953,364.569019103675,0,554,51.0931537018558,39226,3617.65351463717
20200611,S92000003,3,3,3196,294.082193948863,0,441,40.5789260110916,34592,3183.00727568181
20200611,S92000003,4,1,3353,306.010789321656,1,462,42.1643258773055,33521,3059.28651024493
20200611,S92000003,5,2,3006,276.601755123712,0,362,33.3099918013252,30353,2792.97840095476
20200612,S92000003,1,9,4303,396.750390250064,0,627,57.8114094089682,43314,3993.68961266356
20200612,S92000003,2,3,3956,364.845696831302,2,556,51.277605520274,39964,3685.71623563351
20200612,S92000003,3,6,3202,294.634288180307,0,441,40.5789260110916,35312,3249.25858345502
20200612,S92000003,4,8,3361,306.740907518666,0,462,42.1643258773055,34175,3118.97367285046
20200612,S92000003,5,4,3010,276.969821331461,0,362,33.3099918013252,30813,2835.30601484595
20200613,S92000003,1,5,4308,397.211406274059,0,627,57.8114094089682,43785,4037.11732212388
20200613,S92000003,2,5,3961,365.306826377348,1,557,51.3698314294831,40421,3727.86347614208
20200613,S92000003,3,6,3208,295.18638241175,2,443,40.7629574215727,35838,3297.65884441156
20200613,S92000003,4,5,3366,307.197231391797,0,462,42.1643258773055,34574,3155.38831792632
20200613,S92000003,5,2,3012,277.153854435336,0,362,33.3099918013252,31138,2865.21139422559
20200614,S92000003,1,1,4309,397.303609478858,0,627,57.8114094089682,44334,4087.73688155853
20200614,S92000003,2,5,3966,365.767955923393,1,558,51.4620573386923,40857,3768.07397255726
20200614,S92000003,3,2,3210,295.370413822231,1,444,40.8549731268133,36197,3330.69248259293
20200614,S92000003,4,3,3369,307.471025715676,1,463,42.2555906519317,34909,3185.9620174261
20200614,S92000003,5,2,3014,277.337887539211,1,363,33.4020083532626,31425,2891.62014463162
20200615,S92000003,1,4,4313,397.672422298054,1,628,57.9036126137672,45053,4154.030985809
20200615,S92000003,2,7,3973,366.413537287857,0,558,51.4620573386923,41579,3834.66107900625
20200615,S92000003,3,2,3212,295.554445232712,0,444,40.8549731268133,36837,3389.58253394689
20200615,S92000003,4,6,3375,308.018614363433,1,464,42.3468554265579,35558,3245.1928561585
20200615,S92000003,5,2,3016,277.521920643085,1,364,33.4940249052,31998,2944.34562889173
20200616,S92000003,1,6,4319,398.225641526848,2,630,58.0880190233652,45787,4221.70813813146
20200616,S92000003,2,3,3976,366.690215015485,2,560,51.6465091571105,42333,3904.19941454993
20200616,S92000003,3,3,3215,295.830492348434,1,445,40.9469888320539,37454,3446.35622408033
20200616,S92000003,4,3,3378,308.292408687311,0,464,42.3468554265579,36260,3309.26072794609
20200616,S92000003,5,2,3018,277.70595374696,1,365,33.5860414571373,32602,2999.92362626189
20200617,S92000003,1,9,4328,399.055470370039,0,630,58.0880190233652,46742,4309.7621987145
20200617,S92000003,2,7,3983,367.335796379949,0,560,51.6465091571105,43224,3986.37269965526
20200617,S92000003,3,3,3218,296.106539464156,1,446,41.0390045372944,38188,3513.8957517269
20200617,S92000003,4,10,3388,309.205056433573,0,464,42.3468554265579,36924,3369.86053829789
20200617,S92000003,5,4,3022,278.074019954709,2,367,33.770074561012,33201,3055.04154087237
20200618,S92000003,1,7,4335,399.700892803632,0,630,58.0880190233652,47650,4393.48270867199
20200618,S92000003,2,1,3984,367.428022289158,2,562,51.8309609755288,44014,4059.23116793047
20200618,S92000003,3,2,3220,296.290570874637,0,446,41.0390045372944,38951,3584.10373482546
20200618,S92000003,4,3,3391,309.478850757452,1,465,42.4381202011841,37526,3424.80193262287
20200618,S92000003,5,1,3023,278.166036506647,0,367,33.770074561012,33731,3103.81031339917
20200619,S92000003,1,6,4341,400.254112032426,0,630,58.0880190233652,48488,4470.74899429354
20200619,S92000003,2,2,3986,367.612474107576,0,562,51.8309609755288,44834,4134.85641348195
20200619,S92000003,3,4,3224,296.658633695599,0,446,41.0390045372944,39683,3651.45923106156
20200619,S92000003,4,8,3399,310.208968954462,0,465,42.4381202011841,38180,3484.4890952284
20200619,S92000003,5,3,3026,278.442086162459,0,367,33.770074561012,34222,3148.99044040042
20200620,S92000003,1,2,4343,400.438518442024,1,631,58.1802222281642,48848,4503.94214802118
20200620,S92000003,2,1,3987,367.704700016785,1,563,51.9231868847379,45206,4169.16445170775
20200620,S92000003,3,2,3226,296.84266510608,0,446,41.0390045372944,39998,3680.44417821234
20200620,S92000003,4,0,3399,310.208968954462,1,466,42.5293849758103,38468,3510.77335032075
20200620,S92000003,5,1,3027,278.534102714396,0,367,33.770074561012,34543,3178.52775357231
20200621,S92000003,1,2,4345,400.622924851622,1,632,58.2724254329632,49202,4536.58208252002
20200621,S92000003,2,2,3989,367.889151835203,0,563,51.9231868847379,45535,4199.50677583755
20200621,S92000003,3,3,3229,297.118712221802,1,447,41.131020242535,40286,3706.94470132162
20200621,S92000003,4,2,3401,310.391498503714,0,466,42.5293849758103,38750,3536.51001676534
20200621,S92000003,5,0,3027,278.534102714396,0,367,33.770074561012,34819,3203.92432190702
20200622,S92000003,1,8,4353,401.360550490014,1,633,58.3646286377622,50193,4627.95545847583
20200622,S92000003,2,0,3989,367.889151835203,0,563,51.9231868847379,46310,4270.98185547462
20200622,S92000003,3,1,3230,297.210727927043,1,448,41.2230359477756,40986,3771.35569499002
20200622,S92000003,4,1,3402,310.48276327834,1,467,42.6206497504365,39414,3597.10982711714
20200622,S92000003,5,1,3028,278.626119266334,0,367,33.770074561012,35374,3254.99350823226
20200623,S92000003,1,8,4361,402.098176128406,0,633,58.3646286377622,51212,4721.910524166
20200623,S92000003,2,4,3993,368.25805547204,0,563,51.9231868847379,47339,4365.88231605081
20200623,S92000003,3,4,3234,297.578790748005,0,448,41.2230359477756,42150,3878.46197589004
20200623,S92000003,4,2,3404,310.665292827593,1,468,42.7119145250627,40397,3686.82310057469
20200623,S92000003,5,2,3030,278.810152370208,0,367,33.770074561012,36189,3329.98699806121
20200624,S92000003,1,1,4362,402.190379333205,1,634,58.4568318425612,52260,4818.53948279534
20200624,S92000003,2,1,3994,368.350281381249,0,563,51.9231868847379,48388,4462.62729481119
20200624,S92000003,3,4,3238,297.946853568967,0,448,41.2230359477756,43058,3962.01223624848
20200624,S92000003,4,2,3406,310.847822376845,0,468,42.7119145250627,41226,3762.48159873982
20200624,S92000003,5,0,3030,278.810152370208,0,367,33.770074561012,36805,3386.66919405463
20200625,S92000003,1,2,4364,402.374785742803,0,634,58.4568318425612,53118,4897.64983251288
20200625,S92000003,2,2,3996,368.534733199667,0,563,51.9231868847379,49222,4539.5437030916
20200625,S92000003,3,4,3242,298.314916389929,0,448,41.2230359477756,43889,4038.4772873034
20200625,S92000003,4,8,3414,311.577940573855,0,468,42.7119145250627,41978,3831.11270925872
20200625,S92000003,5,3,3033,279.08620202602,0,367,33.770074561012,37346,3436.45014865274
20200626,S92000003,1,1,4365,402.466988947602,0,634,58.4568318425612,53905,4970.21375468969
20200626,S92000003,2,0,3996,368.534733199667,0,563,51.9231868847379,49945,4606.2230354498
20200626,S92000003,3,2,3244,298.498947800411,0,448,41.2230359477756,44611,4104.91262648709
20200626,S92000003,4,2,3416,311.760470123107,0,468,42.7119145250627,42673,3894.54172762393
20200626,S92000003,5,1,3034,279.178218577958,0,367,33.770074561012,37892,3486.69118601054
20200627,S92000003,1,0,4365,402.466988947602,0,634,58.4568318425612,54290,5005.7119885373
20200627,S92000003,2,2,3998,368.719185018086,2,565,52.1076387031561,50318,4640.6232995848
20200627,S92000003,3,1,3245,298.590963505651,1,449,41.3150516530161,44970,4137.94626466845
20200627,S92000003,4,0,3416,311.760470123107,0,468,42.7119145250627,43049,3928.85728288338
20200627,S92000003,5,1,3035,279.270235129895,1,368,33.8620911129494,38166,3511.90372124138
20200628,S92000003,1,1,4366,402.559192152401,0,634,58.4568318425612,54587,5033.0963403626
20200628,S92000003,2,0,3998,368.719185018086,0,565,52.1076387031561,50596,4666.26210234494
20200628,S92000003,3,1,3246,298.682979210892,0,449,41.3150516530161,45274,4165.91903906159
20200628,S92000003,4,1,3417,311.851734897733,0,468,42.7119145250627,43306,3952.31232996232
20200628,S92000003,5,0,3035,279.270235129895,0,368,33.8620911129494,38394,3532.8834950831
20200629,S92000003,1,1,4367,402.6513953572,0,634,58.4568318425612,55353,5103.72399523863
20200629,S92000003,2,4,4002,369.088088654922,0,565,52.1076387031561,51282,4729.5290760624
20200629,S92000003,3,3,3249,298.959026326613,0,449,41.3150516530161,46013,4233.91864523437
